Query,Classification,Intensity
"Looking for clubs that host semi-regular social events, nothing too intense.",Social,2
Seeking opportunities to meet new people and make friends on campus.,Social,2
Interested in joining a book club that meets regularly but not too frequently.,Social,2
Looking for a club that organizes movie nights and game evenings.,Social,2
Want to join a hiking group that meets occasionally for outdoor adventures.,Social,2
Interested in joining a photography club for casual outings and photo walks.,Social,2
Seeking opportunities to participate in cooking classes and food tasting events.,Social,2
Looking for a club that organizes board game nights and card game tournaments.,Social,2
Interested in joining a dance club that offers beginner-friendly classes.,Social,2
Want to join a club that organizes outdoor picnics and barbecues.,Social,2
Seeking opportunities to participate in community gardening and urban farming projects.,Social,2
Interested in joining a music club for jam sessions and open mic nights.,Social,2
Looking for a club that organizes group outings to local concerts and music festivals.,Social,2
Want to join a club that hosts art workshops and craft nights.,Social,2
Seeking opportunities to participate in volunteering events with friends.,Social,2
Interested in joining a sports club for recreational games and friendly matches.,Social,2
Looking for a club that organizes group fitness classes and wellness activities.,Social,2
I know some knowledge about medicine but I want to get more expereince with it,STEM,2
I have experience in programming and want to explore advanced topics in data science and analytics,STEM,2
I want to join a club that offers hands-on experience with computer hardware and networking,STEM,2
I'm a sophmore and have been taking a lot of math courses - is there a math club that focuses on problem-solving competitions?,STEM,2
I'm an advanced freshman looking to further my skills and get hands-on engineering expereince. what clubs are there?,STEM,2
Seeking to gain more experience in medicine through hands-on opportunities.,STEM,2
Interested in exploring advanced topics in data science and analytics.,STEM,2
Looking to join a club that provides hands-on experience with computer hardware and networking.,STEM,2
Seeking a math club that focuses on problem-solving competitions.,STEM,2
Want to join engineering clubs to further my skills and gain hands-on experience.,STEM,2
Interested in joining a robotics club to learn and build autonomous systems.,STEM,2
Looking for a coding club that explores advanced programming concepts and projects.,STEM,2
Seeking opportunities to participate in research projects in my field of study.,STEM,2
Interested in joining a science club that conducts experiments and research projects.,STEM,2
Looking for a club that organizes tech talks and guest lectures on STEM topics.,STEM,2
Want to join a physics club that conducts experiments and demonstrations.,STEM,2
Seeking opportunities to participate in hackathons and coding competitions.,STEM,2
Interested in joining a robotics competition team to build and program robots.,STEM,2
Looking for a club that offers workshops on emerging technologies like AI and machine learning.,STEM,2
Seeking opportunities to collaborate on engineering design projects with peers.,STEM,2
Interested in joining a chemistry club that conducts lab experiments and discussions.,STEM,2
Looking for a club that organizes field trips to science museums and research facilities.,STEM,2
Want to join a data science club to learn about data analysis and visualization.,STEM,2
Seeking opportunities to participate in coding bootcamps and technical workshops.,STEM,2
Interested in joining a club that explores interdisciplinary STEM topics and projects.,STEM,2
I'm a classically trained musician and very passionate about chamber music - are there any student chamber music groups looking for new members?,Arts,3
"I'm a very skilled dancer looking to join a group of dancers for a large performance, particularly a dance group that performs a specific style like contemporary or hip-hop.",Arts,3
"I'm a very skilled dancer looking to join a group of dancers for a large performance, particularly a dance group that performs a specific style like contemporary or hip-hop.",Arts,3
I'm a very passionate writer and have finished a novel - are there any literary agencies or writing contests on campus where I can get feedback and potentially get published?,Arts,3
I've been playing cello for years and would love to find a student orchestra or ensemble that performs challenging and virtuosic pieces.,Arts,3
Passionate about theater and seeking lead roles in campus productions.,Arts,3
Experienced artist looking for opportunities to exhibit my artwork in galleries.,Arts,3
Classically trained vocalist seeking to join an a cappella group for competitive performances.,Arts,3
Skilled filmmaker interested in joining a film production club to work on ambitious projects.,Arts,3
Experienced photographer seeking to join a photography club for advanced workshops and projects.,Arts,3
Passionate about graphic design and looking to lead design projects for campus events and organizations.,Arts,3
Skilled actor seeking to join a theater company for professional-level performances.,Arts,3
Experienced musician looking to collaborate with other musicians for original compositions and performances.,Arts,3
Passionate dancer interested in joining a dance troupe for national competitions and performances.,Arts,3
Experienced writer seeking to publish articles in campus literary journals and magazines.,Arts,3
Skilled pianist looking to join a jazz band for regular performances and improvisation sessions.,Arts,3
Passionate about poetry and seeking to organize campus poetry slams and spoken word events.,Arts,3
Experienced actor interested in auditioning for lead roles in student-directed plays and productions.,Arts,3
Classically trained singer looking to join a choir for challenging choral performances.,Arts,3
Passionate about dance and seeking to choreograph original routines for dance showcases.,Arts,3
Experienced filmmaker looking to direct short films for campus film festivals.,Arts,3
Skilled guitarist seeking to join a band for regular gigs and performances at campus events.,Arts,3
Passionate about graphic design and seeking to lead design projects for campus organizations.,Arts,3
Experienced playwright looking to produce original plays for campus theater productions.,Arts,3
Classically trained violinist seeking to join a chamber orchestra for challenging repertoire.,Arts,3
I'm passionate about rigorous physical activities and seeking challenging sports clubs,Athletics,3
"Hoping to join multiple sports teams at college, any opportunities for participation?",Athletics,3
I'm a lifelong baseball player looking for high-level competition in college leagues,Athletics,3
Hoping to continue my soccer journey in college with a competitive club team,Athletics,3
Training for a bodybuilding competition - any recommendations for gyms with experienced trainers?,Athletics,3
I'm dedicated to finding elite-level sports clubs that push me to my limits.,Athletics,3
Seeking rigorous athletic challenges at college - where can I find intense sports clubs?,Athletics,3
"I'm committed to excelling in multiple sports teams in college, where can I find demanding opportunities?",Athletics,3
Hoping to continue my lifelong dedication to baseball with highly competitive college leagues.,Athletics,3
Seeking intense soccer competition at college - where can I join a top-tier club team?,Athletics,3
I'm preparing for a bodybuilding competition and need access to top-notch gyms with experienced trainers.,Athletics,3
"As a dedicated athlete, I'm looking for varsity-level opportunities to excel in college sports.",Athletics,3
Seeking high-intensity training programs at college for serious athletes.,Athletics,3
Hoping to join college sports teams that offer rigorous training and competitive matches.,Athletics,3
I'm committed to becoming the best athlete I can be in college - where can I find challenging sports clubs?,Athletics,3
Seeking intense athletic challenges at college to test my limits and improve my skills.,Athletics,3
"As a highly competitive athlete, I'm looking for varsity-level sports teams to join at college.",Athletics,3
I'm dedicated to finding college sports clubs that offer intense training and high-level competition.,Athletics,3
Seeking demanding athletic opportunities in college to further my skills and compete at a high level.,Athletics,3
I'm committed to rigorous athletic training in college - where can I find elite sports clubs?,Athletics,3
Seeking varsity-level sports teams in college that provide challenging competition and professional coaching.,Athletics,3
Hoping to join college sports teams that offer high-intensity training sessions and competitive games.,Athletics,3
I'm dedicated to finding college sports clubs that cater to experienced athletes seeking intense challenges.,Athletics,3
Seeking highly competitive college sports teams for intense training and elite-level competition.,Athletics,3
"As a serious athlete, I'm looking for varsity-level college sports teams with rigorous training programs.",Athletics,3
I'm a business student with a strong interest in accounting and I'm looking for clubs and organizations to help me pursue my passion.,Business,3
I'm a senior majoring in fianace and I'm looking for opportunities to gain practical experience through internships and rigourous and improtant and respected clubs,Business,3
I'm a business student with a strong interest in accounting and I'm looking for extracurricular activities to enhance my knowledge.,Business,3
I'm interested in participating in accounting competitions to challenge myself and showcase my skills.,Business,3
I'm a junior majoring in accounting and I'm looking for opportunities to gain practical experience through internships.,Business,3
I'm a business student looking to lead projects in our campus investment fund.,Business,3
"As a business major, I'm seeking leadership roles in our finance and investment club.",Business,3
I'm a finance major eager to organize networking events for our business honor society.,Business,3
"As a business student, I'm interested in founding a chapter of a prestigious business fraternity.",Business,3
I'm a senior business student seeking to mentor underclassmen in our entrepreneurship club.,Business,3
Looking to establish a new business consulting group to provide services to local startups.,Business,3
"As a business major, I aim to organize case competitions to sharpen our problem-solving skills.",Business,3
I'm a junior studying business administration and I'm interested in chairing our marketing club.,Business,3
I'm a finance major seeking to organize workshops on investment strategies for our club members.,Business,3
Looking to expand our business student association's reach through innovative outreach programs.,Business,3
I'm a business student interested in creating a mentorship program for aspiring entrepreneurs.,Business,3
"As a business major, I'm passionate about launching a student-run venture capital firm.",Business,3
I'm a senior studying business looking to lead research projects for our economics society.,Business,3
Seeking to establish partnerships with local businesses for our marketing association.,Business,3
I'm a finance major aiming to organize seminars on financial literacy for our campus community.,Business,3
"As a business student, I'm eager to spearhead initiatives to promote diversity in our clubs.",Business,3
I'm a junior business major interested in developing leadership training programs for our club.,Business,3
Looking to collaborate with industry professionals for our business analytics club projects.,Business,3
I'm a business student looking to organize international business trips for our club members.,Business,3
"As a finance major, I'm passionate about organizing stock trading competitions for our club.",Business,3
Are there foreign exchange programs I can take part of,Culture,3
What cultural clubs can I become heavily involved in? I'm mixed and would love to express all aspects of my culture ,Culture,3
I’d love to learn about Chinese calligraphy. Are there workshops or cultural events related to calligraphy?,Culture,3
I’ve always been fascinated by African drumming. Are there any drum circles or workshops on campus that offer an intense deep dive,Culture,3
I want to immerse myself in Korean culture. Are there language exchange programs or cultural events?,Culture,3
I'm deeply interested in participating in immersive foreign exchange programs to fully experience different cultures.,Culture,3
Seeking deeply engaging cultural clubs where I can actively participate and contribute to the expression of diverse cultural aspects.,Culture,3
I'm passionate about Chinese calligraphy and seeking intensive workshops or cultural events to immerse myself in this art form.,Culture,3
"As a dedicated enthusiast of African drumming, I'm looking for intensive drum circles or workshops on campus for an in-depth exploration.",Culture,3
I'm committed to immersing myself in Korean culture and seeking language exchange programs or deeply engaging cultural events.,Culture,3
Seeking highly immersive cultural exchange programs that provide deep insights into diverse cultural traditions and practices.,Culture,3
Hoping to find deeply enriching cultural clubs where I can actively participate and contribute to cultural expression.,Culture,3
I'm deeply passionate about exploring Chinese calligraphy and seeking intensive workshops or cultural events for an immersive experience.,Culture,3
"As an enthusiast of African drumming, I'm looking for deeply immersive drum circles or workshops on campus for an enriching experience.",Culture,3
I'm dedicated to immersing myself in Korean culture and seeking deeply engaging language exchange programs or cultural events.,Culture,3
Seeking deeply immersive foreign exchange programs that offer profound cultural experiences and opportunities for personal growth.,Culture,3
Hoping to join deeply enriching cultural clubs where I can actively engage and contribute to the celebration of diverse cultural heritage.,Culture,3
I'm deeply fascinated by Chinese calligraphy and seeking intensive workshops or cultural events to deepen my understanding and skills.,Culture,3
"As a passionate enthusiast of African drumming, I'm looking for deeply immersive drum circles or workshops to further explore this art form.",Culture,3
I'm committed to immersing myself in Korean culture and seeking deeply engaging language exchange programs or cultural events for a meaningful experience.,Culture,3
"Seeking highly immersive cultural exchange programs that offer deep insights into diverse cultural traditions, customs, and practices.",Culture,3
Hoping to find deeply enriching cultural clubs where I can actively participate in the celebration and preservation of diverse cultural heritage.,Culture,3
I'm deeply interested in exploring Chinese calligraphy and seeking intensive workshops or cultural events for an immersive learning experience.,Culture,3
"As an enthusiast of African drumming, I'm looking for deeply immersive drum circles or workshops on campus to deepen my knowledge and skills.",Culture,3
I'm dedicated to immersing myself in Korean culture and seeking deeply engaging language exchange programs or cultural events to fully experience it.,Culture,3
"I'm eager to join a club that advocates for social justice issues through government channels,",Government,3
"I would like to run for a powerful position on the school office, what clubs could help me?",Government,3
I'm interested in joining a student government committee that addresses campus governance and policies that I could get extremely involved in and dedicate a lot of time to,Government,3
Interested in a career in law - is there a pre-law society on campus that offers mock trial competitions and connects students with legal professionals,Government,3
Very interested in learning about how grassroots movements can create change - is there a student government committee focused on community organizing?,Government,3
I'm deeply passionate about joining a club that advocates for social justice issues through government channels and commits significant time to effecting change.,Government,3
I'm determined to pursue a powerful position in the school office and seeking clubs or organizations that can provide guidance and support for my candidacy.,Government,3
"As a highly motivated individual, I'm seeking a student government committee that addresses campus governance and policies, where I can become deeply involved and dedicate substantial time.",Government,3
I'm deeply committed to pursuing a career in law and interested in joining a pre-law society on campus that offers mock trial competitions and facilitates connections with legal professionals.,Government,3
I'm extremely passionate about learning how grassroots movements can create change and seeking a student government committee focused on community organizing for deep involvement and impactful contributions.,Government,3
I'm deeply invested in joining a club that champions social justice issues through government advocacy efforts and requires a significant time commitment to drive meaningful change.,Government,3
I'm fully committed to running for a prominent position in the school office and exploring clubs or organizations that can offer support and resources for my ambitious goals.,Government,3
"As a highly motivated student, I'm searching for a student government committee dedicated to campus governance and policies, where I can play an integral role and invest considerable time.",Government,3
I'm deeply dedicated to pursuing a legal career and eager to join a pre-law society that hosts mock trial competitions and facilitates connections with legal professionals.,Government,3
"I'm extremely enthusiastic about grassroots movements and seeking a student government committee focused on community organizing, where I can deeply engage and contribute significantly.",Government,3
I'm fully committed to joining a club that advocates for social justice through government channels and requires a substantial time commitment to drive meaningful impact.,Government,3
I'm determined to secure a powerful position in the school office and exploring clubs or organizations that can provide extensive support and resources for my candidacy.,Government,3
"As a highly dedicated individual, I'm seeking a student government committee dedicated to campus governance and policies, where I can become deeply involved and devote significant time.",Government,3
I'm deeply committed to pursuing a legal career and interested in joining a pre-law society that hosts mock trial competitions and fosters connections with legal professionals.,Government,3
"I'm extremely passionate about grassroots movements and searching for a student government committee focused on community organizing, where I can deeply engage and make substantial contributions.",Government,3
I'm fully invested in joining a club that advocates for social justice through government channels and requires a significant time commitment to effecting change.,Government,3
I'm deeply determined to pursue a powerful position in the school office and seeking clubs or organizations that can offer extensive support and guidance for my candidacy.,Government,3
"As a highly motivated student, I'm eager to join a student government committee dedicated to campus governance and policies, where I can play an active role and dedicate considerable time.",Government,3
I'm deeply committed to pursuing a legal career and interested in joining a pre-law society that hosts mock trial competitions and facilitates connections with legal professionals.,Government,3
"I'm extremely passionate about grassroots movements and seeking a student government committee focused on community organizing, where I can deeply engage and contribute significantly.",Government,3
Highly motivated student with a strong academic record - seeking a summer internship opportunity that offers mentorship and real-world experience,Professional,3
What academic societies can help me get connections that have extensive large amounts of events for connections,Professional,3
I'm a high-achieving student seeking opportunities to enhance my professional development trhough hard rigorous work,Professional,3
"I want to dedicate a lot of time to finding jobs and get help along the way, what organizations can I join that can help me",Professional,3
"I'm looking for exclusive networking events tailored for honors students at my university,",Professional,3
"As a highly motivated and academically successful student, I am actively seeking a summer internship opportunity that provides mentorship and hands-on experience to further my professional development.",Professional,3
I'm eager to expand my professional network and participate in numerous networking events. What organizations offer extensive networking opportunities for students like me?,Professional,3
"As a high-achieving student, I am dedicated to enhancing my professional skills through rigorous work and seeking opportunities that challenge and develop my capabilities.",Professional,3
I am deeply committed to dedicating a significant amount of time to job search activities and seeking guidance and support from organizations that specialize in career development.,Professional,3
I am interested in exclusive networking events tailored specifically for honors students at my university. Are there any organizations that host such events for students like me?,Professional,3
"As a highly motivated student with a strong academic background, I am actively seeking a summer internship opportunity that offers mentorship and hands-on experience.",Professional,3
I'm eager to build extensive connections and participate in numerous networking events. Can you recommend organizations that offer such opportunities for students?,Professional,3
"As a high-achieving student, I am committed to advancing my professional skills through challenging and rigorous experiences.",Professional,3
I am deeply dedicated to investing a significant amount of time in my job search efforts and seeking assistance from organizations that specialize in career advancement.,Professional,3
I am interested in attending exclusive networking events designed specifically for honors students at my university. Are there organizations that host such events?,Professional,3
"As a highly motivated and academically accomplished student, I am actively pursuing a summer internship opportunity that provides mentorship and practical experience.",Professional,3
I'm eager to expand my professional network and participate in various networking events. Which organizations offer extensive networking opportunities for students?,Professional,3
"As a high-achieving student, I am dedicated to enhancing my professional skills through challenging and demanding experiences.",Professional,3
I am deeply committed to dedicating a substantial amount of time to my job search and seeking guidance and support from organizations specializing in career development.,Professional,3
I am interested in exclusive networking events tailored specifically for honors students at my university. Are there any organizations that host such events?,Professional,3
"As a highly motivated student with a strong academic background, I am actively seeking a summer internship opportunity that offers mentorship and hands-on experience.",Professional,3
I'm eager to build extensive connections and participate in various networking events. Can you recommend organizations that offer such opportunities for students?,Professional,3
"As a high-achieving student, I am committed to advancing my professional skills through challenging and rigorous experiences.",Professional,3
I am deeply dedicated to investing a significant amount of time in my job search efforts and seeking assistance from organizations that specialize in career advancement.,Professional,3
I am interested in attending exclusive networking events designed specifically for honors students at my university. Are there organizations that host such events?,Professional,3
"I'm deeply invested in my religious beliefs and I'm seeking a community that shares my level of commitment, any leads?",Religion,3
"I'm committed to living out my faith and I'm looking for a religious group that shares my dedication, where should I look?",Religion,3
"I want to join a religious group that is actively involved in outreach programs and mission trips, where should I go?",Religion,3
Feeling called to foreign missions - what resources can help me prepare for long-term service?,Religion,3
"I want to be deeply involved in a religious group that aligns with my beliefs and values, where should I start?",Religion,3
I'm deeply committed to my religious beliefs and seeking a community that shares my level of dedication. Can you recommend any religious groups or organizations that align with my values?,Religion,3
I'm dedicated to living out my faith and searching for a religious group that shares my level of commitment. Where can I find such a community?,Religion,3
I'm eager to join a religious group that actively engages in outreach programs and mission trips. Where should I look to find such opportunities?,Religion,3
I feel a strong calling to foreign missions and I'm seeking resources to help me prepare for long-term service. Can you suggest any organizations or programs?,Religion,3
I'm deeply committed to finding a religious group that resonates with my beliefs and values. Where should I begin my search for such a community?,Religion,3
I am deeply invested in my religious beliefs and seeking a community that shares my level of commitment.,Religion,3
I am committed to living out my faith and looking for a religious group that shares my dedication.,Religion,3
I am eager to join a religious group that is actively involved in outreach programs and mission trips.,Religion,3
I feel called to foreign missions and I'm seeking resources to help me prepare for long-term service.,Religion,3
I want to be deeply involved in a religious group that aligns with my beliefs and values.,Religion,3
I am deeply committed to my religious beliefs and seeking a community that shares my level of dedication.,Religion,3
I am dedicated to living out my faith and searching for a religious group that shares my level of commitment.,Religion,3
I am eager to join a religious group that actively engages in outreach programs and mission trips.,Religion,3
I feel a strong calling to foreign missions and I'm seeking resources to help me prepare for long-term service.,Religion,3
I'm deeply committed to finding a religious group that resonates with my beliefs and values.,Religion,3
I am deeply invested in my religious beliefs and seeking a community that shares my level of commitment.,Religion,3
I am committed to living out my faith and looking for a religious group that shares my dedication.,Religion,3
I am eager to join a religious group that is actively involved in outreach programs and mission trips.,Religion,3
I feel called to foreign missions and I'm seeking resources to help me prepare for long-term service.,Religion,3
I want to be deeply involved in a religious group that aligns with my beliefs and values.,Religion,3
I'm passionate about community service and I'm looking for part-time volunteer opportunities at senior centers to support elderly residents.,Service,3
Multilingual student interested in international development - urgently seeking a volunteer opportunity to assist with microloan programs in developing countries,Service,3
Strong public speaking skills and passionate about mental health awareness - desiring a volunteer opportunity to give workshops about mental health in high schools,Service,3
Strong research skills and passionate about public health - desiring a volunteer opportunity to conduct research on a specific health issue affecting the community,Service,3
Would like to connect with classmates who are passionate about service learning.,Service,3
I'm deeply passionate about community service and seeking part-time volunteer opportunities at senior centers to support elderly residents.,Service,3
"As a multilingual student interested in international development, I urgently seek a volunteer opportunity to assist with microloan programs in developing countries.",Service,3
"With strong public speaking skills and a passion for mental health awareness, I'm eager to find a volunteer opportunity to give workshops about mental health in high schools.",Service,3
"Utilizing my strong research skills and passion for public health, I'm seeking a volunteer opportunity to conduct research on a specific health issue affecting the community.",Service,3
I'm keen to connect with classmates who share my passion for service learning.,Service,3
I'm deeply committed to community service and seeking impactful volunteer opportunities at senior centers to support elderly residents.,Service,3
"I'm a multilingual student with a strong interest in international development, urgently seeking a volunteer opportunity to contribute to microloan programs in developing countries.",Service,3
"With exceptional public speaking skills and a fervent dedication to mental health awareness, I'm eager to volunteer and conduct workshops about mental health in high schools.",Service,3
"Drawing upon my robust research skills and unwavering passion for public health, I'm actively seeking a volunteer opportunity to conduct comprehensive research on a specific health issue affecting the community.",Service,3
I'm enthusiastic about service learning and eager to connect with classmates who share my passion.,Service,3
I'm deeply committed to community service and seeking impactful volunteer opportunities at senior centers to support elderly residents.,Service,3
"I'm a multilingual student with a strong interest in international development, urgently seeking a volunteer opportunity to contribute to microloan programs in developing countries.",Service,3
"With exceptional public speaking skills and a fervent dedication to mental health awareness, I'm eager to volunteer and conduct workshops about mental health in high schools.",Service,3
"Drawing upon my robust research skills and unwavering passion for public health, I'm actively seeking a volunteer opportunity to conduct comprehensive research on a specific health issue affecting the community.",Service,3
I'm enthusiastic about service learning and eager to connect with classmates who share my passion.,Service,3
I'm deeply committed to community service and seeking impactful volunteer opportunities at senior centers to support elderly residents.,Service,3
"I'm a multilingual student with a strong interest in international development, urgently seeking a volunteer opportunity to contribute to microloan programs in developing countries.",Service,3
"Esports enthusiast, where can I enter a competitive team?",Social,3
"I want to engage with fellow food lovers, joining a club with regular culinary experiences.",Social,3
What clubs that meet almost daily that I can go to a lot to meet other people and have a good time,Social,3
"I want to dedicate a lot of time to join a top sorotity, what frats are there for me to rush",Social,3
"I want to dedicate a lot of time to join a top fraternity, what frats are there for me to rush",Social,3
"As an esports enthusiast, I'm looking for opportunities to join a competitive team.",Social,3
"As a dedicated esports enthusiast, I'm on the lookout for opportunities to join a competitive team.",Social,3
"As a dedicated esports enthusiast, I'm on the lookout for opportunities to join a competitive team.",Social,3
"As an avid esports enthusiast, I'm seeking opportunities to join a highly competitive team and immerse myself in the gaming community.",Social,3
I'm passionate about culinary experiences and eager to engage with fellow food lovers by joining a club that offers regular culinary events.,Social,3
"I'm looking for social clubs that hold frequent meetings, providing ample opportunities to meet new people and have enjoyable experiences on a regular basis.",Social,3
I'm committed to dedicating significant time and effort to join a top sorority on campus. Can you provide information on the sororities available for rush?,Social,3
I'm committed to dedicating significant time and effort to join a top fraternity on campus. Can you provide information on the fraternities available for rush?,Social,3
"As an enthusiastic esports fan, I'm eager to join a competitive team and fully immerse myself in the esports community.",Social,3
I'm passionate about culinary arts and looking to connect with fellow food enthusiasts through a club that hosts regular culinary experiences.,Social,3
"I'm searching for social clubs with frequent gatherings, offering abundant opportunities for socializing and making new connections.",Social,3
I'm fully dedicated to joining a prestigious sorority and willing to invest significant time and effort. Can you provide details about the sororities open for recruitment?,Social,3
I'm fully dedicated to joining a prestigious fraternity and willing to invest significant time and effort. Can you provide details about the fraternities open for recruitment?,Social,3
"I'm an enthusiastic esports enthusiast, eager to join a competitive team and deeply engage in the esports scene.",Social,3
I'm passionate about exploring diverse culinary experiences and seeking a club that organizes regular culinary adventures for its members.,Social,3
"I'm interested in joining social clubs that host frequent gatherings, providing ample opportunities for socializing and forming connections.",Social,3
I'm determined to secure a spot in a top sorority and willing to dedicate significant time and effort to the recruitment process. Can you provide information on sororities available for rush?,Social,3
I'm determined to secure a spot in a top fraternity and willing to dedicate significant time and effort to the recruitment process. Can you provide information on fraternities available for rush?,Social,3
"As a passionate esports enthusiast, I'm eager to join a competitive team and actively participate in the esports community.",Social,3
I'm deeply interested in culinary exploration and seeking a club that offers regular culinary experiences to connect with fellow food enthusiasts.,Social,3
I'm looking for social clubs with frequent meetings where I can meet new people and enjoy various activities on a regular basis.,Social,3
I'm fully committed to joining a prestigious sorority and willing to invest considerable time and effort. Can you provide information on sororities available for recruitment?,Social,3
I'm fully committed to joining a prestigious fraternity and willing to invest considerable time and effort. Can you provide information on fraternities available for recruitment?,Social,3
I'm a junior interested in the intersection of computer science and biology - are there any research labs or student groups on campus focused on bioinformatics?,STEM,3
I'm eager to participate in research projects that bridge the gap between technology and public health,STEM,3
"I'm passionate about exploring the intersection of technology and healthcare, where can I find a medical innovation club?",STEM,3
I'm a senior computer science student with a strong interest in cybersecurity. Are there any opportunities to participate in ethical hacking competitions or workshops?,STEM,3
I'm a very experienced transfer student looking to develop software in a meaningful way. Are there any groups on campus that can facilitate this?,STEM,3
"As a junior deeply interested in the intersection of computer science and biology, I'm actively seeking research labs or student groups on campus focused on bioinformatics.",STEM,3
I'm highly motivated to participate in research projects that integrate technology and public health to address important societal challenges.,STEM,3
I'm deeply passionate about exploring the synergy between technology and healthcare and eager to join a medical innovation club to contribute to advancements in the field.,STEM,3
"As a senior computer science student with a keen interest in cybersecurity, I'm actively seeking opportunities to participate in ethical hacking competitions or workshops to enhance my skills.",STEM,3
"As a very experienced transfer student, I'm looking to engage in meaningful software development projects on campus. Are there any groups that can facilitate this?",STEM,3
I'm a junior fascinated by the convergence of computer science and biology and seeking opportunities to immerse myself in bioinformatics research or student groups.,STEM,3
I'm deeply committed to contributing to research projects that leverage technology to address critical public health issues and eager to get involved.,STEM,3
I'm deeply dedicated to exploring the intersection of technology and healthcare and actively seeking membership in a medical innovation club to drive innovation in the field.,STEM,3
"As a senior computer science student, cybersecurity is my passion, and I'm actively searching for opportunities to participate in ethical hacking competitions or workshops to hone my skills.",STEM,3
"As a highly experienced transfer student, I'm seeking opportunities to apply my expertise in software development and make a meaningful impact on campus. Can you recommend any relevant groups?",STEM,3
"I'm a junior with a strong interest in the fusion of computer science and biology, and I'm eager to contribute to bioinformatics research or join related student groups.",STEM,3
I'm deeply committed to advancing research at the intersection of technology and public health and actively seeking opportunities to get involved in impactful projects.,STEM,3
I'm deeply passionate about driving innovation in healthcare through technology and seeking membership in a medical innovation club to collaborate on groundbreaking projects.,STEM,3
"As a senior computer science student, I'm dedicated to mastering cybersecurity and actively seeking opportunities to participate in ethical hacking competitions or workshops.",STEM,3
"I'm a very experienced transfer student with a wealth of knowledge in software development, and I'm eager to join campus groups that facilitate meaningful software projects.",STEM,3
"I'm a junior intrigued by the interdisciplinary nature of computer science and biology, and I'm actively seeking opportunities to engage in bioinformatics research or related student groups.",STEM,3
I'm deeply committed to contributing to research projects that leverage technology for public health initiatives and eager to get involved in impactful initiatives.,STEM,3
I'm deeply passionate about leveraging technology to revolutionize healthcare and seeking membership in a medical innovation club to drive meaningful change.,STEM,3
"As a senior computer science student, cybersecurity is my expertise, and I'm actively seeking opportunities to apply my skills in ethical hacking competitions or workshops.",STEM,3
"As a highly experienced transfer student, I'm looking to leverage my expertise in software development to contribute meaningfully to campus projects. Can you recommend any relevant groups?",STEM,3
Are there any beginner-friendly art clubs on campus? I'd love to explore my artistic side without a huge time commitment.,Arts,1
Is there a casual drawing group where I can sketch with others? I'm not looking for anything too intense.,Arts,1
I'm new to editing software. Are there any clubs that focus on improving digital art skills?,Arts,1
Is there a breakdancing club for beginners? I want to learn some moves!,Arts,1
I'm curious about acting. Are there any low-key theater groups where I can dip my toes in?,Arts,1
Where can I find an art club that's laid-back and welcoming to newcomers?,Arts,1
Looking for an art group that's easygoing and perfect for beginners.,Arts,1
Want to explore art as a hobby. Any clubs that don't require a big time commitment?,Arts,1
Is there a drawing club where I can unwind and meet fellow artists?,Arts,1
New to editing software. Hoping to find an art club that's beginner-friendly.,Arts,1
Interested in breakdancing. Any clubs for beginners?,Arts,1
Curious about acting. Seeking a low-pressure theater group.,Arts,1
Looking for an art club that's relaxed and open to newcomers.,Arts,1
Want to dabble in art. Any clubs with a light time commitment?,Arts,1
Is there a drawing group where I can hang out and sketch?,Arts,1
Recently started using editing software. Any beginner-friendly art clubs?,Arts,1
Want to learn breakdancing. Any clubs for beginners?,Arts,1
Curious about acting. Where can I find an easygoing theater group?,Arts,1
Looking for an art club that's welcoming to beginners.,Arts,1
Interested in art. Any low-key clubs with a small time commitment?,Arts,1
Are there any beginner-friendly sports clubs on campus? I'd like to play casually without a big time commitment.,Athletics,1
Is there an archery group for beginners? I'm curious and want to learn more.,Athletics,1
I recently started playing spikeball. Any clubs where I can improve my skills?,Athletics,1
Looking for people to play sports casually with. Not looking for anything intense.,Athletics,1
Where can I find a pool club for casual play? I enjoy it as a leisure activity.,Athletics,1
Want to join a laid-back sports club. Not aiming for anything too competitive.,Athletics,1
Is there an archery group that's welcoming to beginners? I'm intrigued!,Athletics,1
Recently got into spikeball. Any clubs for beginners?,Athletics,1
Looking for a sports group with a relaxed vibe. No major time commitment.,Athletics,1
Where can I find people to play sports casually? I'm not an expert.,Athletics,1
Want to explore archery. Any beginner-friendly clubs?,Athletics,1
Is there a spikeball club for newcomers? I want to improve my game.,Athletics,1
Seeking a low-key sports group. Not looking for intense competition.,Athletics,1
Where can I play sports casually? I'm not aiming for anything serious.,Athletics,1
Interested in archery. Any clubs that welcome beginners?,Athletics,1
Recently started spikeball. Any beginner-friendly clubs?,Athletics,1
Looking for a sports group with a chill atmosphere. No pressure.,Athletics,1
Where can I casually play pool with others? Not seeking a big commitment.,Athletics,1
Want to join an archery club. Any options for beginners?,Athletics,1
Is there a spikeball group for new players? I want to learn and have fun.,Athletics,1
Seeking a relaxed sports club. Not interested in high intensity.,Athletics,1
Where can I learn about impact investing? I'm new to this field and looking for beginner-friendly resources.,Business,1
I'm curious about the stock market and investing. Any recommendations for beginner-friendly materials?,Business,1
Interested in supply chain management. Are there any clubs or resources focused on this topic?,Business,1
As a student athlete I want to explore sports management. Where can I find relevant resources?,Business,1
New to the business sphere. Any suggestions for beginner clubs?,Business,1
